INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:36:03.768783'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:02.883509'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:02.883509'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:02.884177'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:05.890475'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:05.890475'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:05.890475'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:08.903533'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:08.904371'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:08.905276'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:11.911107'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:11.911107'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:11.911107'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:14.925336'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:14.926333'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:14.926333'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:17.936523'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:17.936523'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:17.936523'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:20.940953'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:20.941950'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:20.941950'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:23.954544'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:23.954544'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:23.955544'}
INFO:django.utils.autoreload:C:\Users\Camilo\Desktop\Python\musalaTest\musalaTest\Api\helper.py changed, reloading.
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:26.963676'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:26.963676'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:26.964676'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:29.972047'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:29.972047'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:29.972047'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:32.986228'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:32.986228'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:32.986228'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:36.000669'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:36.000669'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:36.000669'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:39.013489'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:39.013489'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:39.013489'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:42.024038'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:42.025037'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:42.025037'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:45.036466'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:45.036466'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:45.036466'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:48.045345'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:48.046344'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:48.046344'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:51.054191'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:51.054191'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:51.054191'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:54.061110'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:54.061110'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:54.061110'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:43:57.070269'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:43:57.071266'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:43:57.071266'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:00.079272'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:00.080271'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:00.080271'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:03.091719'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:03.091719'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:03.091719'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:06.100291'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:06.100291'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:06.100291'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:09.110151'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:09.110394'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:09.110394'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:12.117362'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:12.118357'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:12.118357'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:15.134698'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:15.134698'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:15.135337'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:18.152646'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:18.152646'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:18.152646'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:21.167083'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:21.167083'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:21.167083'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:24.185131'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:24.185131'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:24.186130'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:27.190044'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:27.190044'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:27.190044'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:30.196234'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:30.196234'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:30.196234'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:33.200895'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:33.200895'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:33.200895'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:36.206690'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:36.206690'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:36.206690'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:39.216092'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:39.216092'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:39.216092'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:42.227214'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:42.228206'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:42.228206'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:45.233310'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:45.233310'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:45.233310'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:48.240569'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:48.240569'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:48.240569'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:51.248018'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:51.248018'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:51.248018'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:54.261581'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:54.261581'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:54.261581'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:44:57.274683'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:44:57.275703'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:44:57.275703'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:00.289134'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:00.289134'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:00.289134'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:03.296828'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:03.297828'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:03.297828'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:06.307389'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:06.307389'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:06.307389'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:09.317866'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:09.317866'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:09.317866'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:12.325233'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:12.325233'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:12.325233'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:15.338232'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:15.338232'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:15.338232'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:18.343273'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:18.343273'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:18.343273'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:21.347507'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:21.347507'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:21.347507'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:24.355192'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:24.356452'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:24.356747'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:27.363343'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:27.363343'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:27.363343'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:30.379723'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:30.379723'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:30.379723'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:33.391461'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:33.392515'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:33.392515'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:36.402378'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:36.402378'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:36.403376'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:39.418383'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:39.418383'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:39.418383'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:42.423861'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:42.424860'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:42.424860'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:45.429271'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:45.429271'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:45.429271'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:48.439107'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:48.439107'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:48.439107'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:51.442903'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:51.443896'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:51.443896'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:54.452640'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:54.453638'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:54.453638'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:45:57.461543'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:45:57.461543'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:45:57.461543'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:46:00.473192'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:46:00.473192'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:46:00.474190'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:46:03.482244'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:46:03.482244'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:46:03.482244'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:46:06.491431'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:46:06.492428'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:46:06.492428'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:46:09.499315'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:46:09.499315'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:46:09.499315'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:46:12.505196'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:46:12.505196'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:46:12.505196'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:46:15.508899'}
INFO:root:{'droneId': 2, 'serialNumber': 'asdasd', 'battery': 23, 'date': '2023-06-07 21:46:15.508899'}
INFO:root:{'droneId': 3, 'serialNumber': 'asdasd', 'battery': 25, 'date': '2023-06-07 21:46:15.508899'}
INFO:root:{'droneId': 1, 'serialNumber': 'asdasd', 'battery': 24, 'date': '2023-06-07 21:46:18.514476'}
